col,km_kst,knm_kst
mean,0,0.16541458028135547
std,1.2838701941575437e-6,0.2963420739540138
0.1,0,0.4277003355590009
0.25,0,0.2616690071083845
0.5,0,0.19114088362890913
0.75,0,0.23874634515419746
0.9,0,0.10372705666372084
centroid_distance_n_clusters_10,1.3578575506212331e-6,0.8277581058827881
cluster_proportion_n_clusters_10,0.019659551968885802,0.9045006690250675
iterations_k_n_clusters_10,0.017622940331456616,0.8394280244119089
wcv_ratio_n_clusters_10,0.4128245283992815,0.16105003075635205
centroid_distance_n_clusters_20,2.1752122325580103e-10,0.4725448508666412
cluster_proportion_n_clusters_20,8.454460581852619e-5,0.6860425022108037
iterations_k_n_clusters_20,0.00712862057610153,0.821832599401659
wcv_ratio_n_clusters_20,0.06582596625859605,0.12106749428498698
centroid_distance_n_clusters_50,3.872523683945417e-7,0.7355802122690933
cluster_proportion_n_clusters_50,4.2326272713388846e-5,0.6524118516814417
iterations_k_n_clusters_50,3.050033201446034e-4,0.7097240980808543
wcv_ratio_n_clusters_50,0.07714582539726833,0.23160629116674347
centroid_distance_n_clusters_100,2.797278243038548e-6,0.10234595560573512
cluster_proportion_n_clusters_100,1.7015542280729434e-5,0.31204000602028625
iterations_k_n_clusters_100,0.23455316359302658,0.8804552953247694
wcv_ratio_n_clusters_100,0.02842326065513323,5.931878012876979e-5
centroid_distance_n_clusters_500,5.66417398957908e-4,1.2980713380250641e-4
cluster_proportion_n_clusters_500,3.5687671825490597e-6,0.5378255650338098
iterations_k_n_clusters_500,0.0066113013127651055,0.9994621250409071
wcv_ratio_n_clusters_500,9.849387623717121e-5,1.899179846351906e-4
centroid_distance_n_points_per_cluster_10,1.895496773540728e-6,0.30280772776349707
cluster_proportion_n_points_per_cluster_10,0.18866737081437612,0.004555354800248823
iterations_k_n_points_per_cluster_10,0.4468270197669878,0.9895603654816613
wcv_ratio_n_points_per_cluster_10,0.020015254899565793,0.0036886818718711023
centroid_distance_n_points_per_cluster_30,1.8955164773737376e-4,0.01155611793342215
cluster_proportion_n_points_per_cluster_30,0.004555354800248823,0.08296258832167192
iterations_k_n_points_per_cluster_30,0.005862997134778447,0.5254337942464633
wcv_ratio_n_points_per_cluster_30,4.863997840693912e-4,0.0029290664423083923
centroid_distance_n_points_per_cluster_100,3.8236248294754027e-4,0.005929959684786601
cluster_proportion_n_points_per_cluster_100,9.225936738895824e-4,0.05727121271440061
iterations_k_n_points_per_cluster_100,0.001697329520574442,0.991882859424319
wcv_ratio_n_points_per_cluster_100,3.2291609565193724e-5,8.944933873498151e-4
centroid_distance_n_points_per_cluster_1000,1.6026397653412516e-8,0.39147353189431944
cluster_proportion_n_points_per_cluster_1000,0.002112159131968938,0.134392697861626
iterations_k_n_points_per_cluster_1000,0.004392409708100731,0.7385359981254742
wcv_ratio_n_points_per_cluster_1000,0.052571379536421325,0.042629341095741236
q_pct_threshold_1,0,0.36239165875299717
k_pct_threshold_1,0,0.1062062620212495
q_pct_threshold_2,0,0.14406112538182914
k_pct_threshold_2,0,0.04566683103284386
q_pct_threshold_3,0,0.11808654989704626
k_pct_threshold_3,0,0.018168775238620816
q_pct_threshold_5,0,0.22889650742010337
k_pct_threshold_5,0,0.04703460625341904
q_pct_threshold_10,0,0.2806149025574537
k_pct_threshold_10,0,0.04464679595325971
peak_value,0,0.005157647323717152
MSE,0.7368439344782377,1.8607003071358097e-4
SSIM,8.369734662652117e-4,0.061195024633738715
NCC,0,0.6730138338953437
PSR,9.992007221626409e-16,0.1921637066519416
correlation_coefficient,0,0.6730138338953437
jaccard_index_0,0,0.22096038513471372
jaccard_index_-1,0,0.5065352937865125
jaccard_index_-2,4.3570341390353207e-7,0.02619870130181612
