col,km_kst,knm_kst
mean,0,5.24228260689874e-7
std,6.661338147750939e-16,1.695752931407668e-7
0.1,0,0
0.25,0,0
0.5,0,0
0.75,0,9.656050958817275e-9
0.9,0,3.1964278093266074e-6
centroid_distance_n_clusters_10,1.5233441374995493e-7,0.0966827385527933
cluster_proportion_n_clusters_10,0,0
iterations_k_n_clusters_10,0.1132875455824357,0.08717395035494024
wcv_ratio_n_clusters_10,0.11158292951608795,0.012182905184022319
centroid_distance_n_clusters_20,1.0542746907260536e-4,0.011983357860597232
cluster_proportion_n_clusters_20,0,0
iterations_k_n_clusters_20,0.05585869739206384,0.16913550548228973
wcv_ratio_n_clusters_20,0.013634754969592544,0.04068129267415299
centroid_distance_n_clusters_50,0.001245263199415092,4.539444593554265e-7
cluster_proportion_n_clusters_50,0,0
iterations_k_n_clusters_50,0.10376861294236184,0.36943557445046227
wcv_ratio_n_clusters_50,0.0022299910688741154,0.04040333839890198
centroid_distance_n_clusters_100,0.005232319988935696,0.001966764100864271
cluster_proportion_n_clusters_100,0,0
iterations_k_n_clusters_100,1.2483734101198518e-4,5.975109736046091e-4
wcv_ratio_n_clusters_100,1.0969003483296547e-12,5.385247803246784e-12
centroid_distance_n_clusters_500,0,3.388400671155978e-13
cluster_proportion_n_clusters_500,0,0
iterations_k_n_clusters_500,3.695845609742454e-4,1.17283685929781e-6
wcv_ratio_n_clusters_500,0,0
centroid_distance_n_points_per_cluster_10,0,0
cluster_proportion_n_points_per_cluster_10,0,0
iterations_k_n_points_per_cluster_10,0,0
wcv_ratio_n_points_per_cluster_10,0,0
centroid_distance_n_points_per_cluster_30,3.1962266167084863e-10,0
cluster_proportion_n_points_per_cluster_30,0,0
iterations_k_n_points_per_cluster_30,0,5.662137425588298e-15
wcv_ratio_n_points_per_cluster_30,0,0
centroid_distance_n_points_per_cluster_100,1.0820356218133043e-5,4.3108471570185714e-8
cluster_proportion_n_points_per_cluster_100,0,0
iterations_k_n_points_per_cluster_100,0.43193013328502383,0.10384447456911983
wcv_ratio_n_points_per_cluster_100,7.95346728601487e-5,0.0023280291748110082
centroid_distance_n_points_per_cluster_1000,0,2.530198273120732e-13
cluster_proportion_n_points_per_cluster_1000,0,0
iterations_k_n_points_per_cluster_1000,2.294892245446878e-5,1.6555257900441323e-4
wcv_ratio_n_points_per_cluster_1000,3.3215960357768637e-6,4.2510183454746997e-4
q_pct_threshold_1,0,0
k_pct_threshold_1,0,0
q_pct_threshold_2,0,0
k_pct_threshold_2,0,0
q_pct_threshold_3,0,0
k_pct_threshold_3,0,0
q_pct_threshold_5,0,5.269495950699365e-10
k_pct_threshold_5,0,0
q_pct_threshold_10,3.5416114485542494e-14,2.148512847299777e-6
k_pct_threshold_10,0,8.022471575941381e-13
peak_value,0,0
MSE,0,0
SSIM,0,0
NCC,0,0
PSR,5.389246382492274e-9,2.498001805406602e-13
correlation_coefficient,0,0
jaccard_index_0,0,0
jaccard_index_-1,0,0
jaccard_index_-2,0,0
